genus	species	preference	plant_species	plant_genus	plant_family
Andrena	Andrena subopaca	poly	Stellaria holostea	Stellaria	Caryophyllaceae
Andrena	Andrena subopaca	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena suerinensis	oligo	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena suerinensis	oligo	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena suerinensis	oligo	Raphanus raphanistrum	Raphanus	Brassicaceae
Andrena	Andrena suerinensis	oligo	Sinapis alba	Sinapis	Brassicaceae
Andrena	Andrena suerinensis	oligo	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena suerinensis	oligo	Sisymbrium orientale	Sisymbrium	Brassicaceae
Andrena	Andrena suerinensis	oligo	Thlaspi arvense	Thlaspi	Brassicaceae
Andrena	Andrena symphyti	oligo	Cerinthe minor	Cerinthe	Boraginaceae
Andrena	Andrena symphyti	oligo_str	Symphytum officinale	Symphytum	Boraginaceae
Andrena	Andrena symphyti	oligo_str	Symphytum tuberosum	Symphytum	Boraginaceae
Andrena	Andrena synadelpha	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena synadelpha	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena synadelpha	poly	Chaerophyllum temulum	Chaerophyllum	Apiaceae
Andrena	Andrena synadelpha	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena synadelpha	poly	Crataegus monogyna	Crataegus	Rosaceae
Andrena	Andrena synadelpha	poly	Ilex aquifolium	Ilex	Aquifoliaceae
Andrena	Andrena synadelpha	poly	Quercus spec.	Quercus	Fagaceae
Andrena	Andrena synadelpha	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena synadelpha	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena taraxaci	oligo	Scorzonera austriaca	Scorzonera	Asteraceae
Andrena	Andrena taraxaci	oligo	Taraxacum laevigatum	Taraxacum	Asteraceae
Andrena	Andrena taraxaci	oligo	Taraxacum laevigatum	Taraxacum	Asteraceae
Andrena	Andrena taraxaci	oligo	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena taraxaci	oligo	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena taraxaci	oligo	Tussilago farfara	Tussilago	Asteraceae
Andrena	Andrena tarsata	oligo_str	Potentilla anserina	Potentilla	Rosaceae
Andrena	Andrena tarsata	oligo_str	Potentilla anserina	Potentilla	Rosaceae
Andrena	Andrena tarsata	oligo_str	Potentilla erecta	Potentilla	Rosaceae
Andrena	Andrena tarsata	oligo_str	Potentilla fruticosa	Potentilla	Rosaceae
Andrena	Andrena tarsata	oligo_str	Potentilla fruticosa	Potentilla	Rosaceae
Andrena	Andrena tarsata	oligo_str	Potentilla grandiflora	Potentilla	Rosaceae
Andrena	Andrena tarsata	oligo_str	Potentilla grandiflora	Potentilla	Rosaceae
Andrena	Andrena tarsata	oligo_str	Potentilla reptans	Potentilla	Rosaceae
Andrena	Andrena tarsata	oligo_str	Potentilla reptans	Potentilla	Rosaceae
Andrena	Andrena thoracica	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena thoracica	poly	Allium cepa	Allium	Amaryllidaceae
Andrena	Andrena thoracica	poly	Campanula spec.	Campanula	Campanulaceae
Andrena	Andrena thoracica	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena thoracica	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena thoracica	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena thoracica	poly	Centaurea stoebe	Centaurea	Asteraceae
Andrena	Andrena thoracica	poly	Cirsium vulgare	Cirsium	Asteraceae
Andrena	Andrena thoracica	poly	Epilobium angustifolium	Epilobium	Onagraceae
Andrena	Andrena thoracica	poly	Glechoma hederacea	Glechoma	Lamiaceae
Andrena	Andrena thoracica	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena thoracica	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Andrena	Andrena thoracica	poly	Jasione montana	Jasione	Campanulaceae
Andrena	Andrena thoracica	poly	Prunus mahaleb	Prunus	Rosaceae
Andrena	Andrena thoracica	poly	Prunus mahaleb	Prunus	Rosaceae
Andrena	Andrena thoracica	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena thoracica	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena thoracica	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena thoracica	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Andrena	Andrena thoracica	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena thoracica	poly	Salix triandra	Salix	Salicaceae
Andrena	Andrena thoracica	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena thoracica	poly	Stellaria holostea	Stellaria	Caryophyllaceae
Andrena	Andrena thoracica	poly	Tanacetum vulgare	Tanacetum	Asteraceae
Andrena	Andrena thoracica	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena thoracica	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena thoracica	poly	Tilia spec.	Tilia	Tiliaceae
Andrena	Andrena thoracica	poly	Tussilago farfara	Tussilago	Asteraceae
Andrena	Andrena tibialis	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena tibialis	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena tibialis	poly	Acer platanoides	Acer	Sapindaceae
Andrena	Andrena tibialis	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena tibialis	poly	Malus domestica	Malus	Rosaceae
Andrena	Andrena tibialis	poly	Malus domestica	Malus	Rosaceae
Andrena	Andrena tibialis	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena tibialis	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena tibialis	poly	Quercus robur	Quercus	Fagaceae
Andrena	Andrena tibialis	poly	Salix alba	Salix	Salicaceae
Andrena	Andrena tibialis	poly	Salix aurita	Salix	Salicaceae
Andrena	Andrena tibialis	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena tibialis	poly	Salix cinerea	Salix	Salicaceae
Andrena	Andrena tibialis	poly	Salix repens	Salix	Salicaceae
Andrena	Andrena tibialis	poly	Salix viminalis	Salix	Salicaceae
Andrena	Andrena tibialis	poly	Senecio vernalis	Senecio	Asteraceae
Andrena	Andrena tibialis	poly	Senecio vernalis	Senecio	Asteraceae
Andrena	Andrena tibialis	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena tibialis	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena tibialis	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena tscheki	oligo	Alyssum montanum	Alyssum	Brassicaceae
Andrena	Andrena tscheki	oligo	Alyssum saxatile	Alyssum	Brassicaceae
Andrena	Andrena tscheki	oligo	Aubrieta deltoidea	Aubrieta	Brassicaceae
Andrena	Andrena tscheki	oligo	Aubrieta deltoidea	Aubrieta	Brassicaceae
Andrena	Andrena tscheki	oligo	Barbarea vulgaris	Barbarea	Brassicaceae
Andrena	Andrena tscheki	oligo	Capsella bursa-pastoris	Capsella	Brassicaceae
Andrena	Andrena tscheki	oligo	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena tscheki	oligo	Sisymbrium orientale	Sisymbrium	Brassicaceae
Andrena	Andrena tscheki	oligo	Thlaspi montanum	Thlaspi	Brassicaceae
Andrena	Andrena vaga	oligo_str	Salix alba	Salix	Salicaceae
Andrena	Andrena vaga	oligo_str	Salix aurita	Salix	Salicaceae
Andrena	Andrena vaga	oligo_str	Salix caprea	Salix	Salicaceae
Andrena	Andrena vaga	oligo_str	Salix cinerea	Salix	Salicaceae
Andrena	Andrena vaga	oligo_str	Salix fragilis	Salix	Salicaceae
Andrena	Andrena vaga	oligo_str	Salix nigricans	Salix	Salicaceae
Andrena	Andrena vaga	oligo_str	Salix nigricans	Salix	Salicaceae
Andrena	Andrena vaga	oligo_str	Salix pentandra	Salix	Salicaceae
Andrena	Andrena vaga	oligo_str	Salix purpurea	Salix	Salicaceae
Andrena	Andrena vaga	oligo_str	Salix repens	Salix	Salicaceae
Andrena	Andrena vaga	oligo_str	Salix viminalis	Salix	Salicaceae
Andrena	Andrena varians	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena varians	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena varians	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena varians	poly	Barbarea vulgaris	Barbarea	Brassicaceae
Andrena	Andrena varians	poly	Berberis vulgaris	Berberis	Berberidaceae
Andrena	Andrena varians	poly	Betula pendula	Betula	Betulaceae
Andrena	Andrena varians	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena varians	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena varians	poly	Crataegus monogyna	Crataegus	Rosaceae
Andrena	Andrena varians	poly	Ilex aquifolium	Ilex	Aquifoliaceae
Andrena	Andrena varians	poly	Malus domestica	Malus	Rosaceae
Andrena	Andrena varians	poly	Malus domestica	Malus	Rosaceae
Andrena	Andrena varians	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena varians	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena varians	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena varians	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena varians	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena varians	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena varians	poly	Ribes alpinum	Ribes	Grossulariaceae
Andrena	Andrena varians	poly	Ribes nigrum	Ribes	Grossulariaceae
Andrena	Andrena varians	poly	Ribes rubrum	Ribes	Grossulariaceae
Andrena	Andrena varians	poly	Salix alba	Salix	Salicaceae
Andrena	Andrena varians	poly	Stellaria holostea	Stellaria	Caryophyllaceae
Andrena	Andrena varians	poly	Stellaria media	Stellaria	Caryophyllaceae
Andrena	Andrena varians	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena varians	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena varians	poly	Tussilago farfara	Tussilago	Asteraceae
Andrena	Andrena ventralis	oligo_str	Salix aurita	Salix	Salicaceae
Andrena	Andrena ventralis	oligo_str	Salix caprea	Salix	Salicaceae
Andrena	Andrena ventralis	oligo_str	Salix cinerea	Salix	Salicaceae
Andrena	Andrena ventralis	oligo_str	Salix purpurea	Salix	Salicaceae
Andrena	Andrena ventralis	oligo_str	Salix triandra	Salix	Salicaceae
Andrena	Andrena ventralis	oligo_str	Salix viminalis	Salix	Salicaceae
Andrena	Andrena viridescens	oligo_str	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena viridescens	oligo_str	Veronica teucrium	Veronica	Plantaginaceae
Andrena	Andrena wilkella	oligo	Chamaespartium sagittale	Chamaespartium	Fabaceae
Andrena	Andrena wilkella	oligo	Cytisus scoparius	Cytisus	Fabaceae
Andrena	Andrena wilkella	oligo	Lotus corniculatus	Lotus	Fabaceae
Andrena	Andrena wilkella	oligo	Lotus pedunculatus	Lotus	Fabaceae
Andrena	Andrena wilkella	oligo	Medicago sativa	Medicago	Fabaceae
Andrena	Andrena wilkella	oligo	Melilotus albus	Melilotus	Fabaceae
Andrena	Andrena wilkella	oligo	Onobrychis viciifolia	Onobrychis	Fabaceae
Andrena	Andrena wilkella	oligo	Ononis spinosa	Ononis	Fabaceae
Andrena	Andrena wilkella	oligo	Trifolium arvense	Trifolium	Fabaceae
Andrena	Andrena wilkella	oligo	Trifolium pratense	Trifolium	Fabaceae
Andrena	Andrena wilkella	oligo	Trifolium repens	Trifolium	Fabaceae
Andrena	Andrena wilkella	oligo	Ulex europaeus	Ulex	Fabaceae
Andrena	Andrena wilkella	oligo	Vicia faba	Vicia	Fabaceae
Andrena	Andrena wilkella	oligo	Vicia sepium	Vicia	Fabaceae
Anthidium	Anthidium byssinum	oligo	Lathyrus heterophyllus	Lathyrus	Fabaceae
Anthidium	Anthidium byssinum	oligo	Lathyrus pratensis	Lathyrus	Fabaceae
Anthidium	Anthidium byssinum	oligo	Lathyrus sylvestris	Lathyrus	Fabaceae
Anthidium	Anthidium byssinum	oligo	Lathyrus tuberosus	Lathyrus	Fabaceae
Anthidium	Anthidium byssinum	oligo	Lotus corniculatus	Lotus	Fabaceae
Anthidium	Anthidium byssinum	oligo	Lotus pedunculatus	Lotus	Fabaceae
Anthidium	Anthidium byssinum	oligo	Medicago sativa	Medicago	Fabaceae
Anthidium	Anthidium byssinum	oligo	Onobrychis viciifolia	Onobrychis	Fabaceae
Anthidium	Anthidium byssinum	oligo	Ononis repens	Ononis	Fabaceae
Anthidium	Anthidium byssinum	oligo	Ononis spinosa	Ononis	Fabaceae
Anthidium	Anthidium byssinum	oligo	Securigera varia	Securigera	Fabaceae
Anthidium	Anthidium byssinum	oligo	Vicia cracca	Vicia	Fabaceae
Anthidium	Anthidium byssinum	oligo	Vicia cracca	Vicia	Fabaceae
Anthidium	Anthidium manicatum	poly	Scutellaria altissima	Scutellaria	Lamiaceae
Anthidium	Anthidium manicatum	poly	Acinos arvensis	Acinos	Lamiaceae
Anthidium	Anthidium manicatum	poly	Anthirrhinum majus	Anthirrhinum	
Anthidium	Anthidium manicatum	poly	Ballota nigra	Ballota	Lamiaceae
Anthidium	Anthidium manicatum	poly	Betonica officinalis	Betonica	Lamiaceae
Anthidium	Anthidium manicatum	poly	Calamintha nepeta	Calamintha	Lamiaceae
Anthidium	Anthidium manicatum	poly	Digitalis grandiflora	Digitalis	Plantaginaceae
Anthidium	Anthidium manicatum	poly	Digitalis lanata	Digitalis	Plantaginaceae
Anthidium	Anthidium manicatum	poly	Digitalis purpurea	Digitalis	Plantaginaceae
Anthidium	Anthidium manicatum	poly	Galega officinalis	Galega	Fabaceae
Anthidium	Anthidium manicatum	poly	Galeopsis angustifolia	Galeopsis	Lamiaceae
Anthidium	Anthidium manicatum	poly	Lamium purpureum	Lamium	Lamiaceae
Anthidium	Anthidium manicatum	poly	Leonorus cardiaca	Leonorus	
Anthidium	Anthidium manicatum	poly	Linaria genistifolia	Linaria	Plantaginaceae
Anthidium	Anthidium manicatum	poly	Linaria purpurea	Linaria	Plantaginaceae
Anthidium	Anthidium manicatum	poly	Linaria repens	Linaria	Plantaginaceae
Anthidium	Anthidium manicatum	poly	Linaria vulgaris	Linaria	Plantaginaceae
Anthidium	Anthidium manicatum	poly	Lotus corniculatus	Lotus	Fabaceae
Anthidium	Anthidium manicatum	poly	Lupinus polyphyllos	Lupinus	
Anthidium	Anthidium manicatum	poly	Medicago sativa	Medicago	Fabaceae
Anthidium	Anthidium manicatum	poly	Melissa officinalis	Melissa	Lamiaceae
Anthidium	Anthidium manicatum	poly	Misopates orontium	Misopates	Plantaginaceae
Anthidium	Anthidium manicatum	poly	Nepeta x fassenii	Nepeta	Lamiaceae
Anthidium	Anthidium manicatum	poly	Ononis arvensis	Ononis	Fabaceae
Anthidium	Anthidium manicatum	poly	Ononis natrix	Ononis	Fabaceae
Anthidium	Anthidium manicatum	poly	Ononis repens	Ononis	Fabaceae
Anthidium	Anthidium manicatum	poly	Ononis spinosa	Ononis	Fabaceae
Anthidium	Anthidium manicatum	poly	Phlomis tuberosa	Phlomis	Lamiaceae
Anthidium	Anthidium manicatum	poly	Salvia glutinosa	Salvia	Lamiaceae
Anthidium	Anthidium manicatum	poly	Salvia sclarea	Salvia	Lamiaceae
Anthidium	Anthidium manicatum	poly	Securigera varia	Securigera	Fabaceae
Anthidium	Anthidium manicatum	poly	Stachys byzantina	Stachys	Lamiaceae
Anthidium	Anthidium manicatum	poly	Stachys germanica	Stachys	Lamiaceae
Anthidium	Anthidium manicatum	poly	Stachys palustris	Stachys	Lamiaceae
Anthidium	Anthidium manicatum	poly	Stachys recta	Stachys	Lamiaceae
Anthidium	Anthidium manicatum	poly	Stachys sylvatica	Stachys	Lamiaceae
Anthidium	Anthidium manicatum	poly	Teucrium botrys	Teucrium	Lamiaceae
Anthidium	Anthidium manicatum	poly	Teucrium chamaedrys	Teucrium	Lamiaceae
Anthidium	Anthidium manicatum	poly	Teucrium montanum	Teucrium	Lamiaceae
Anthidium	Anthidium manicatum	poly	Teucrium scorodonia	Teucrium	Lamiaceae
Anthidium	Anthidium montanum	poly	Lotus corniculatus	Lotus	Fabaceae
Anthidium	Anthidium montanum	poly	Trifolium spec.	Trifolium	Fabaceae
Anthidium	Anthidium nanum	oligo	Centaurea jacea	Centaurea	Asteraceae
Anthidium	Anthidium nanum	oligo	Centaurea jacea	Centaurea	Asteraceae
Anthidium	Anthidium nanum	oligo	Centaurea scabiosa	Centaurea	Asteraceae
Anthidium	Anthidium nanum	oligo	Centaurea scabiosa	Centaurea	Asteraceae
Anthidium	Anthidium nanum	oligo	Centaurea stoebe	Centaurea	Asteraceae
Anthidium	Anthidium nanum	oligo	Onopordum acanthium	Onopordum	Asteraceae
Anthidium	Anthidium nanum	oligo	Onopordum acanthium	Onopordum	Asteraceae
Anthidium	Anthidium oblongatum	poly	Jasione montana	Jasione	Campanulaceae
Anthidium	Anthidium oblongatum	poly	Lotus corniculatus	Lotus	Fabaceae
Anthidium	Anthidium oblongatum	poly	Melilotus albus	Melilotus	Fabaceae
Anthidium	Anthidium oblongatum	poly	Melilotus officinalis	Melilotus	Fabaceae
Anthidium	Anthidium oblongatum	poly	Onobrychis viciifolia	Onobrychis	Fabaceae
Anthidium	Anthidium oblongatum	poly	Reseda lutea	Reseda	Resedaceae
Anthidium	Anthidium oblongatum	poly	Reseda luteola	Reseda	Resedaceae
Anthidium	Anthidium oblongatum	poly	Sedum acre	Sedum	Crassulaceae
Anthidium	Anthidium oblongatum	poly	Sedum album	Sedum	Crassulaceae
Anthidium	Anthidium oblongatum	poly	Sedum rupestre	Sedum	Crassulaceae
Anthidium	Anthidium oblongatum	poly	Sedum spurium	Sedum	Crassulaceae
Anthidium	Anthidium oblongatum	poly	Sempervivum arachnoideum	Sempervivum	Crassulaceae
Anthidium	Anthidium punctatum	poly	Lotus corniculatus	Lotus	Fabaceae
Anthidium	Anthidium punctatum	poly	Medicago sativa	Medicago	Fabaceae
Anthidium	Anthidium punctatum	poly	Melilotus albus	Melilotus	Fabaceae
Anthidium	Anthidium punctatum	poly	Ononis spinosa	Ononis	Fabaceae
Anthidium	Anthidium punctatum	poly	Reseda lutea	Reseda	Resedaceae
Anthidium	Anthidium punctatum	poly	Reseda luteola	Reseda	Resedaceae
Anthidium	Anthidium punctatum	poly	Sedum rupestre	Sedum	Crassulaceae
Anthidium	Anthidium punctatum	poly	Trifolium repens	Trifolium	Fabaceae
Anthidium	Anthidium strigatum	poly	Echium vulgare	Echium	Boraginaceae
Anthidium	Anthidium strigatum	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Anthidium	Anthidium strigatum	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Anthidium	Anthidium strigatum	poly	Jasione montana	Jasione	Campanulaceae
Anthidium	Anthidium strigatum	poly	Linaria purpurea	Linaria	Plantaginaceae
Anthidium	Anthidium strigatum	poly	Lotus corniculatus	Lotus	Fabaceae
Anthidium	Anthidium strigatum	poly	Medicago sativa	Medicago	Fabaceae
Anthidium	Anthidium strigatum	poly	Potentilla reptans	Potentilla	Rosaceae
Anthidium	Anthidium strigatum	poly	Potentilla reptans	Potentilla	Rosaceae
Anthidium	Anthidium strigatum	poly	Sedum rupestre	Sedum	Crassulaceae
Anthidium	Anthidium strigatum	poly	Sempervivum arachnoideum	Sempervivum	Crassulaceae
Anthidium	Anthidium strigatum	poly	Trifolium repens	Trifolium	Fabaceae
Anthidium	Anthidium tenellum	oligo	Centaurea stoebe	Centaurea	Asteraceae
Anthidium	Anthidium tenellum	oligo	Cirsium vulgare	Cirsium	Asteraceae
Anthidum	Anthidum nanum	oligo	Cirsium vulgare	Cirsium	Asteraceae
Anthophora	Anthophora aestivalis	poly	Onobrychis viciifolia	Onobrychis	Fabaceae
Anthophora	Anthophora aestivalis	poly	Ajuga genevensis	Ajuga	Lamiaceae
Anthophora	Anthophora aestivalis	poly	Ajuga reptans	Ajuga	Lamiaceae
Anthophora	Anthophora aestivalis	poly	Anchusa officinalis	Anchusa	Boraginaceae
Anthophora	Anthophora aestivalis	poly	Anthyllis vulneraria	Anthyllis	Fabaceae
Anthophora	Anthophora aestivalis	poly	Astragalus onobrychis	Astragalus	Fabaceae
Anthophora	Anthophora aestivalis	poly	Glechoma hederacea	Glechoma	Lamiaceae
Anthophora	Anthophora aestivalis	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Anthophora	Anthophora aestivalis	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Anthophora	Anthophora aestivalis	poly	Lamium album	Lamium	Lamiaceae
Anthophora	Anthophora aestivalis	poly	Lamium purpureum	Lamium	Lamiaceae
Anthophora	Anthophora aestivalis	poly	Trifolium pratense	Trifolium	Fabaceae
Anthophora	Anthophora bimaculata	poly	Anchusa officinalis	Anchusa	Boraginaceae
Anthophora	Anthophora bimaculata	poly	Calluna vulgaris	Calluna	Ericaceae
Anthophora	Anthophora bimaculata	poly	Centaurea cyanus	Centaurea	Asteraceae
Anthophora	Anthophora bimaculata	poly	Centaurea scabiosa	Centaurea	Asteraceae
Anthophora	Anthophora bimaculata	poly	Centaurea scabiosa	Centaurea	Asteraceae
Anthophora	Anthophora bimaculata	poly	Centaurea stoebe	Centaurea	Asteraceae
Anthophora	Anthophora bimaculata	poly	Cirsium vulgare	Cirsium	Asteraceae
Anthophora	Anthophora bimaculata	poly	Echium vulgare	Echium	Boraginaceae
Anthophora	Anthophora bimaculata	poly	Hypericum perforatum	Hypericum	Hypericaceae
Anthophora	Anthophora bimaculata	poly	Hypericum perforatum	Hypericum	Hypericaceae
Anthophora	Anthophora bimaculata	poly	Hypochaeris radicata	Hypochaeris	Asteraceae
Anthophora	Anthophora bimaculata	poly	Jasione montana	Jasione	Campanulaceae
Anthophora	Anthophora bimaculata	poly	Lythrum salicaria	Lythrum	Lythraceae
Anthophora	Anthophora bimaculata	poly	Picris hieracioides	Picris	Asteraceae
Anthophora	Anthophora bimaculata	poly	Potentilla arenaria	Potentilla	Rosaceae
Anthophora	Anthophora bimaculata	poly	Teucrium scorodonia	Teucrium	Lamiaceae
Anthophora	Anthophora bimaculata	poly	Trifolium arvense	Trifolium	Fabaceae
Anthophora	Anthophora borealis	poly	Stachys palustris	Stachys	Lamiaceae
Anthophora	Anthophora borealis	poly	Stachys sylvatica	Stachys	Lamiaceae
Anthophora	Anthophora borealis	poly	Teucrium scorodonia	Teucrium	Lamiaceae
Anthophora	Anthophora borealis	poly	Trifolium pratense	Trifolium	Fabaceae
Anthophora	Anthophora crassipes	poly	Ballota nigra	Ballota	Lamiaceae
Anthophora	Anthophora crassipes	poly	Echium vulgare	Echium	Boraginaceae
Anthophora	Anthophora crassipes	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Anthophora	Anthophora crassipes	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Anthophora	Anthophora crassipes	poly	Teucrium scorodonia	Teucrium	Lamiaceae
Anthophora	Anthophora crinipes	poly	Ajuga genevensis	Ajuga	Lamiaceae
Anthophora	Anthophora crinipes	poly	Ajuga reptans	Ajuga	Lamiaceae
Anthophora	Anthophora crinipes	poly	Echium vulgare	Echium	Boraginaceae
Anthophora	Anthophora crinipes	poly	Glechoma hederacea	Glechoma	Lamiaceae
Anthophora	Anthophora fulvitarsis	poly	Echium vulgare	Echium	Boraginaceae
Anthophora	Anthophora fulvitarsis	poly	Papaver dubium	Papaver	Papaveraceae
Anthophora	Anthophora fulvitarsis	poly	Salvia pratensis	Salvia	Lamiaceae
Anthophora	Anthophora fulvitarsis	poly	Symphytum officinale	Symphytum	Boraginaceae
Anthophora	Anthophora fulvitarsis	poly	Trifolium pratense	Trifolium	Fabaceae
Anthophora	Anthophora furcata	oligo	Ballota nigra	Ballota	Lamiaceae
Anthophora	Anthophora furcata	oligo	Betonica officinalis	Betonica	Lamiaceae
Anthophora	Anthophora furcata	oligo	Nepeta grandiflora	Nepeta	Lamiaceae
Anthophora	Anthophora furcata	oligo	Nepeta x fassenii	Nepeta	Lamiaceae
Anthophora	Anthophora furcata	oligo	Stachys byzantina	Stachys	Lamiaceae
Anthophora	Anthophora furcata	oligo	Stachys palustris	Stachys	Lamiaceae
