genus	species	preference	plant_species	plant_genus	plant_family
Andrena	Andrena minutula	poly	Ranunculus ficaria	Ranunculus	Ranunculaceae
Andrena	Andrena minutula	poly	Ribes uva-crispa	Ribes	Grossulariaceae
Andrena	Andrena minutula	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Andrena	Andrena minutula	poly	Salix alba	Salix	Salicaceae
Andrena	Andrena minutula	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena minutula	poly	Sedum rupestre	Sedum	Crassulaceae
Andrena	Andrena minutula	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena minutula	poly	Spiraea salicifolia	Spiraea	Rosaceae
Andrena	Andrena minutula	poly	Spiraea salicifolia	Spiraea	Rosaceae
Andrena	Andrena minutula	poly	Stellaria holostea	Stellaria	Caryophyllaceae
Andrena	Andrena minutula	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena minutula	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena minutula	poly	Thlaspi arvense	Thlaspi	Brassicaceae
Andrena	Andrena minutula	poly	Tussilago farfara	Tussilago	Asteraceae
Andrena	Andrena minutula	poly	Veronica beccabunga	Veronica	Plantaginaceae
Andrena	Andrena minutula	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena minutuloides	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena minutuloides	poly	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena minutuloides	poly	Angelica sylvestris	Angelica	Apiaceae
Andrena	Andrena minutuloides	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena minutuloides	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena minutuloides	poly	Crepis biennis	Crepis	Asteraceae
Andrena	Andrena minutuloides	poly	Daucus carota	Daucus	Apiaceae
Andrena	Andrena minutuloides	poly	Falcaria vulgaris	Falcaria	Apiaceae
Andrena	Andrena minutuloides	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena minutuloides	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena minutuloides	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena minutuloides	poly	Malus domestica	Malus	Rosaceae
Andrena	Andrena minutuloides	poly	Malus domestica	Malus	Rosaceae
Andrena	Andrena minutuloides	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena minutuloides	poly	Potentilla reptans	Potentilla	Rosaceae
Andrena	Andrena minutuloides	poly	Potentilla reptans	Potentilla	Rosaceae
Andrena	Andrena minutuloides	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena minutuloides	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena minutuloides	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena minutuloides	poly	Sedum acre	Sedum	Crassulaceae
Andrena	Andrena minutuloides	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena minutuloides	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena minutuloides	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena minutuloides	poly	Thlaspi arvense	Thlaspi	Brassicaceae
Andrena	Andrena minutuloides	poly	Tussilago farfara	Tussilago	Asteraceae
Andrena	Andrena minutuloides	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena mitis	oligo_str	Salix caprea	Salix	Salicaceae
Andrena	Andrena mitis	oligo_str	Salix pentandra	Salix	Salicaceae
Andrena	Andrena mitis	oligo_str	Salix purpurea	Salix	Salicaceae
Andrena	Andrena mitis	oligo_str	Salix triandra	Salix	Salicaceae
Andrena	Andrena mitis	oligo_str	Salix viminalis	Salix	Salicaceae
Andrena	Andrena morio	poly	Centaurea stoebe	Centaurea	Asteraceae
Andrena	Andrena morio	poly	Cirsium vulgare	Cirsium	Asteraceae
Andrena	Andrena morio	poly	Eryngium campestre	Eryngium	Apiaceae
Andrena	Andrena morio	poly	Sisymbrium orientale	Sisymbrium	Brassicaceae
Andrena	Andrena nana	poly	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena nana	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena nana	poly	Biscutella laevigata	Biscutella	Brassicaceae
Andrena	Andrena nana	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena nana	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena nana	poly	Daucus carota	Daucus	Apiaceae
Andrena	Andrena nana	poly	Falcaria vulgaris	Falcaria	Apiaceae
Andrena	Andrena nana	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena nana	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena nana	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena nana	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena nana	poly	Potentilla reptans	Potentilla	Rosaceae
Andrena	Andrena nana	poly	Potentilla reptans	Potentilla	Rosaceae
Andrena	Andrena nana	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena nana	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena nanula	poly	Daucus carota	Daucus	Apiaceae
Andrena	Andrena nasuta	oligo_str	Anchusa officinalis	Anchusa	Boraginaceae
Andrena	Andrena nigriceps	poly	Calluna vulgaris	Calluna	Ericaceae
Andrena	Andrena nigriceps	poly	Centaurea cyanus	Centaurea	Asteraceae
Andrena	Andrena nigriceps	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena nigriceps	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena nigriceps	poly	Cirsium palustre	Cirsium	Asteraceae
Andrena	Andrena nigriceps	poly	Cirsium vulgare	Cirsium	Asteraceae
Andrena	Andrena nigriceps	poly	Dianthus carthusianorum	Dianthus	Caryophyllaceae
Andrena	Andrena nigriceps	poly	Echium vulgare	Echium	Boraginaceae
Andrena	Andrena nigriceps	poly	Hieracium spec.	Hieracium	Asteraceae
Andrena	Andrena nigriceps	poly	Jasione montana	Jasione	Campanulaceae
Andrena	Andrena nigriceps	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Andrena	Andrena nigriceps	poly	Salvia pratensis	Salvia	Lamiaceae
Andrena	Andrena nigriceps	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena nigriceps	poly	Tanacetum vulgare	Tanacetum	Asteraceae
Andrena	Andrena nigroaenea	poly	Vaccinium vitis-idaea	Vaccinium	Ericaceae
Andrena	Andrena nigroaenea	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena nigroaenea	poly	Berteroa incana	Berteroa	Brassicaceae
Andrena	Andrena nigroaenea	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena nigroaenea	poly	Bryonia dioica	Bryonia	Cucurbitaceae
Andrena	Andrena nigroaenea	poly	Bryonia dioica	Bryonia	Cucurbitaceae
Andrena	Andrena nigroaenea	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena nigroaenea	poly	Chaerophyllum temulum	Chaerophyllum	Apiaceae
Andrena	Andrena nigroaenea	poly	Chelidonium majus	Chelidonium	Papaveraceae
Andrena	Andrena nigroaenea	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena nigroaenea	poly	Crepis biennis	Crepis	Asteraceae
Andrena	Andrena nigroaenea	poly	Helianthemum apenninum	Helianthemum	Cistaceae
Andrena	Andrena nigroaenea	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena nigroaenea	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena nigroaenea	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena nigroaenea	poly	Ilex aquifolium	Ilex	Aquifoliaceae
Andrena	Andrena nigroaenea	poly	Isatis tinctoria	Isatis	Brassicaceae
Andrena	Andrena nigroaenea	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena nigroaenea	poly	Ranunculus bulbosus	Ranunculus	Ranunculaceae
Andrena	Andrena nigroaenea	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena nigroaenea	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena nigroaenea	poly	Salix alba	Salix	Salicaceae
Andrena	Andrena nigroaenea	poly	Salix aurita	Salix	Salicaceae
Andrena	Andrena nigroaenea	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena nigroaenea	poly	Sinapis alba	Sinapis	Brassicaceae
Andrena	Andrena nigroaenea	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena nigroaenea	poly	Sisymbrium orientale	Sisymbrium	Brassicaceae
Andrena	Andrena nigroaenea	poly	Stellaria holostea	Stellaria	Caryophyllaceae
Andrena	Andrena nigroaenea	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena nigroaenea	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena nigroaenea	poly	Trifolium repens	Trifolium	Fabaceae
Andrena	Andrena nigroaenea	poly	Vitis vinifera	Vitis	Vitaceae
Andrena	Andrena nitida	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena nitida	poly	Acer platanoides	Acer	Sapindaceae
Andrena	Andrena nitida	poly	Aesculus hippocastanum	Aesculus	Sapindaceae
Andrena	Andrena nitida	poly	Allium ursinum	Allium	Amaryllidaceae
Andrena	Andrena nitida	poly	Angelica sylvestris	Angelica	Apiaceae
Andrena	Andrena nitida	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena nitida	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena nitida	poly	Cornus sanguinea	Cornus	Cornaceae
Andrena	Andrena nitida	poly	Cotoneaster dammeri	Cotoneaster	Rosaceae
Andrena	Andrena nitida	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena nitida	poly	Helianthemum nummularium	Helianthemum	Cistaceae
Andrena	Andrena nitida	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena nitida	poly	Ilex aquifolium	Ilex	Aquifoliaceae
Andrena	Andrena nitida	poly	Lamium maculatum	Lamium	Lamiaceae
Andrena	Andrena nitida	poly	Ornithogalum umbellatum	Ornithogalum	Hyacinthaceae
Andrena	Andrena nitida	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena nitida	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena nitida	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena nitida	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena nitida	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena nitida	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena nitida	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena nitida	poly	Ranunculus acris	Ranunculus	Ranunculaceae
Andrena	Andrena nitida	poly	Ranunculus bulbosus	Ranunculus	Ranunculaceae
Andrena	Andrena nitida	poly	Ranunculus ficaria	Ranunculus	Ranunculaceae
Andrena	Andrena nitida	poly	Ribes nigrum	Ribes	Grossulariaceae
Andrena	Andrena nitida	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena nitida	poly	Salix viminalis	Salix	Salicaceae
Andrena	Andrena nitida	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena nitida	poly	Sisymbrium orientale	Sisymbrium	Brassicaceae
Andrena	Andrena nitida	poly	Stellaria holostea	Stellaria	Caryophyllaceae
Andrena	Andrena nitida	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena nitida	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena nitida	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena nitidiuscula	oligo	Angelica sylvestris	Angelica	Apiaceae
Andrena	Andrena nitidiuscula	oligo	Daucus carota	Daucus	Apiaceae
Andrena	Andrena nitidiuscula	oligo	Falcaria vulgaris	Falcaria	Apiaceae
Andrena	Andrena nitidiuscula	oligo	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena nitidiuscula	oligo	Peucedanum cervaria	Peucedanum	Apiaceae
Andrena	Andrena nitidiuscula	oligo	Peucedanum oreoselinum	Peucedanum	Apiaceae
Andrena	Andrena nitidiuscula	oligo	Torilis japonica	Torilis	Apiaceae
Andrena	Andrena niveata	oligo	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena niveata	oligo	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena niveata	oligo	Raphanus raphanistrum	Raphanus	Brassicaceae
Andrena	Andrena niveata	oligo	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena niveata	oligo	Sinapis nigra	Sinapis	Brassicaceae
Andrena	Andrena niveata	oligo	Sisymbrium officinale	Sisymbrium	Brassicaceae
Andrena	Andrena niveata	oligo	Sisymbrium orientale	Sisymbrium	Brassicaceae
Andrena	Andrena niveata	oligo	Thlaspi arvense	Thlaspi	Brassicaceae
Andrena	Andrena nuptialis	oligo	Eryngium campestre	Eryngium	Apiaceae
Andrena	Andrena nuptialis	oligo	Peucedanum cervaria	Peucedanum	Apiaceae
Andrena	Andrena nuptialis	poly	Daucus carota	Daucus	Apiaceae
Andrena	Andrena nuptialis	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena nycthemera	oligo_str	Salix aurita	Salix	Salicaceae
Andrena	Andrena nycthemera	oligo_str	Salix caprea	Salix	Salicaceae
Andrena	Andrena nycthemera	oligo_str	Salix cinerea	Salix	Salicaceae
Andrena	Andrena nycthemera	oligo_str	Salix purpurea	Salix	Salicaceae
Andrena	Andrena nycthemera	oligo_str	Salix viminalis	Salix	Salicaceae
Andrena	Andrena ovatula	poly	Dorycnium germanicum	Dorycnium	Fabaceae
Andrena	Andrena ovatula	poly	Genista anglica	Genista	Fabaceae
Andrena	Andrena ovatula	poly	Lotus corniculatus	Lotus	Fabaceae
Andrena	Andrena ovatula	poly	Melilotus albus	Melilotus	Fabaceae
Andrena	Andrena ovatula	poly	Melilotus officinalis	Melilotus	Fabaceae
Andrena	Andrena ovatula	poly	Trifolium pratense	Trifolium	Fabaceae
Andrena	Andrena ovatula	poly	Trifolium repens	Trifolium	Fabaceae
Andrena	Andrena ovatula	poly	Vicia sepium	Vicia	Fabaceae
Andrena	Andrena pallitarsis	oligo	Daucus carota	Daucus	Apiaceae
Andrena	Andrena pallitarsis	oligo	Falcaria vulgaris	Falcaria	Apiaceae
Andrena	Andrena pallitarsis	oligo	Pastinaca sativa	Pastinaca	Apiaceae
Andrena	Andrena pandellei	oligo_str	Campanula glomerata	Campanula	Campanulaceae
Andrena	Andrena pandellei	oligo_str	Campanula glomerata	Campanula	Campanulaceae
Andrena	Andrena pandellei	oligo_str	Campanula patula	Campanula	Campanulaceae
Andrena	Andrena pandellei	oligo_str	Campanula persicifolia	Campanula	Campanulaceae
Andrena	Andrena pandellei	oligo_str	Campanula rapunculus	Campanula	Campanulaceae
Andrena	Andrena pandellei	oligo_str	Campanula sibirica	Campanula	Campanulaceae
Andrena	Andrena paucisquama	oligo_str	Campanula sibirica	Campanula	Campanulaceae
Andrena	Andrena pilipes	poly	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena pilipes	poly	Allium cepa	Allium	Amaryllidaceae
Andrena	Andrena pilipes	poly	Barbarea vulgaris	Barbarea	Brassicaceae
Andrena	Andrena pilipes	poly	Berteroa incana	Berteroa	Brassicaceae
Andrena	Andrena pilipes	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena pilipes	poly	Brassica nigra	Brassica	Brassicaceae
Andrena	Andrena pilipes	poly	Brassica oleracea	Brassica	Brassicaceae
Andrena	Andrena pilipes	poly	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena pilipes	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena pilipes	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena pilipes	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena pilipes	poly	Centaurea scabiosa	Centaurea	Asteraceae
Andrena	Andrena pilipes	poly	Centaurea scabiosa	Centaurea	Asteraceae
Andrena	Andrena pilipes	poly	Centaurea stoebe	Centaurea	Asteraceae
Andrena	Andrena pilipes	poly	Cirsium arvense	Cirsium	Asteraceae
Andrena	Andrena pilipes	poly	Eryngium campestre	Eryngium	Apiaceae
Andrena	Andrena pilipes	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena pilipes	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena pilipes	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena pilipes	poly	Melilotus albus	Melilotus	Fabaceae
Andrena	Andrena pilipes	poly	Rubus fruticosus agg.	Rubus	Rosaceae
Andrena	Andrena pilipes	poly	Salvia pratensis	Salvia	Lamiaceae
Andrena	Andrena pilipes	poly	Sinapis alba	Sinapis	Brassicaceae
Andrena	Andrena pilipes	poly	Sinapis arvensis	Sinapis	Brassicaceae
Andrena	Andrena pilipes	poly	Sisymbrium altissimum	Sisymbrium	Brassicaceae
Andrena	Andrena pilipes	poly	Sisymbrium orientale	Sisymbrium	Brassicaceae
Andrena	Andrena pilipes	poly	Trifolium repens	Trifolium	Fabaceae
Andrena	Andrena polita	oligo	Cichorium intybus	Cichorium	Asteraceae
Andrena	Andrena polita	oligo	Hieracium pilosella	Hieracium	Asteraceae
Andrena	Andrena polita	oligo	Hieracium pilosella	Hieracium	Asteraceae
Andrena	Andrena polita	oligo	Hieracium piloselloides	Hieracium	Asteraceae
Andrena	Andrena polita	oligo	Hieracium piloselloides	Hieracium	Asteraceae
Andrena	Andrena polita	oligo	Hypochaeris radicata	Hypochaeris	Asteraceae
Andrena	Andrena polita	oligo	Lactuca perennis	Lactuca	Asteraceae
Andrena	Andrena polita	oligo	Leontodon autumnalis	Leontodon	Asteraceae
Andrena	Andrena polita	oligo	Leontodon autumnalis	Leontodon	Asteraceae
Andrena	Andrena polita	oligo	Picris hieracioides	Picris	Asteraceae
Andrena	Andrena potentillae	oligo_str	Potentilla arenaria	Potentilla	Rosaceae
Andrena	Andrena potentillae	oligo_str	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena praecox	oligo_str	Salix alba	Salix	Salicaceae
Andrena	Andrena praecox	oligo_str	Salix appendiculata	Salix	Salicaceae
Andrena	Andrena praecox	oligo_str	Salix aurita	Salix	Salicaceae
Andrena	Andrena praecox	oligo_str	Salix caprea	Salix	Salicaceae
Andrena	Andrena praecox	oligo_str	Salix cinerea	Salix	Salicaceae
Andrena	Andrena praecox	oligo_str	Salix fragilis	Salix	Salicaceae
Andrena	Andrena praecox	oligo_str	Salix purpurea	Salix	Salicaceae
Andrena	Andrena praecox	oligo_str	Salix viminalis	Salix	Salicaceae
Andrena	Andrena proxima	oligo	Conium maculatum	Conium	Apiaceae
Andrena	Andrena proxima	oligo	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena proxima	oligo	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena proxima	oligo	Chaerophyllum aureum	Chaerophyllum	Apiaceae
Andrena	Andrena proxima	oligo	Chaerophyllum temulum	Chaerophyllum	Apiaceae
Andrena	Andrena proxima	oligo	Daucus carota	Daucus	Apiaceae
Andrena	Andrena proxima	oligo	Falcaria vulgaris	Falcaria	Apiaceae
Andrena	Andrena proxima	oligo	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena proxima	oligo	Laser trilobum	Laser	Apiaceae
Andrena	Andrena proxima	oligo	Laserpitium latifolium	Laserpitium	Apiaceae
Andrena	Andrena proxima	oligo	Orlaya grandiflora	Orlaya	Apiaceae
Andrena	Andrena pusilla	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena pusilla	poly	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena pusilla	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena pusilla	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena pusilla	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena pusilla	poly	Sisymbrium officinale	Sisymbrium	Brassicaceae
Andrena	Andrena pusilla	poly	Sisymbrium orientale	Sisymbrium	Brassicaceae
Andrena	Andrena pusilla	poly	Thlaspi arvense	Thlaspi	Brassicaceae
Andrena	Andrena rhenana	oligo	Crepis biennis	Crepis	Asteraceae
Andrena	Andrena rogenhoferi	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena rogenhoferi	poly	Rhododendron ferrugineum	Rhododendron	Ericaceae
Andrena	Andrena rosae	oligo	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena rosae	oligo	Angelica sylvestris	Angelica	Apiaceae
Andrena	Andrena rosae	oligo	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena rosae	oligo	Daucus carota	Daucus	Apiaceae
Andrena	Andrena rosae	oligo	Eryngium campestre	Eryngium	Apiaceae
Andrena	Andrena rosae	oligo	Eryngium planum	Eryngium	Apiaceae
Andrena	Andrena rosae	oligo	Falcaria vulgaris	Falcaria	Apiaceae
Andrena	Andrena rosae	oligo	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena rosae	oligo	Pastinaca sativa	Pastinaca	Apiaceae
Andrena	Andrena ruficrus	oligo_str	Salix alba	Salix	Salicaceae
Andrena	Andrena ruficrus	oligo_str	Salix aurita	Salix	Salicaceae
Andrena	Andrena ruficrus	oligo_str	Salix caprea	Salix	Salicaceae
Andrena	Andrena ruficrus	oligo_str	Salix cinerea	Salix	Salicaceae
Andrena	Andrena ruficrus	oligo_str	Salix purpurea	Salix	Salicaceae
Andrena	Andrena rufizona	oligo_str	Campanula patula	Campanula	Campanulaceae
Andrena	Andrena rufizona	oligo_str	Campanula rapunculoides	Campanula	Campanulaceae
Andrena	Andrena rufizona	oligo_str	Campanula rotundifolia	Campanula	Campanulaceae
Andrena	Andrena rufizona	oligo_str	Campanula spicata	Campanula	Campanulaceae
Andrena	Andrena rufizona	oligo_str	Campanula trachelium	Campanula	Campanulaceae
Andrena	Andrena rufizona	oligo_str	Campanula trachelium	Campanula	Campanulaceae
Andrena	Andrena rugulosa	poly	Acer pseudoplatanus	Acer	Sapindaceae
Andrena	Andrena rugulosa	poly	Brassica rapa	Brassica	Brassicaceae
Andrena	Andrena rugulosa	poly	Cardamine pratensis	Cardamine	Brassicaceae
Andrena	Andrena rugulosa	poly	Cardaria draba	Cardaria	Brassicaceae
Andrena	Andrena saundersella	poly	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena saundersella	poly	Anthriscus sylvestris	Anthriscus	Apiaceae
Andrena	Andrena saundersella	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena saundersella	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena saundersella	poly	Veronica chamaedrys	Veronica	Plantaginaceae
Andrena	Andrena saxonica	oligo	Ornithogalum umbellatum	Ornithogalum	Hyacinthaceae
Andrena	Andrena schencki	poly	Achillea millefolium	Achillea	Asteraceae
Andrena	Andrena schencki	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena schencki	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena schencki	poly	Centaurea jacea	Centaurea	Asteraceae
Andrena	Andrena schencki	poly	Cornus sanguinea	Cornus	Cornaceae
Andrena	Andrena schencki	poly	Knautia arvensis	Knautia	Dipsacaceae
Andrena	Andrena schencki	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Andrena	Andrena schencki	poly	Leucanthemum vulgare	Leucanthemum	Asteraceae
Andrena	Andrena schencki	poly	Trifolium pratense	Trifolium	Fabaceae
Andrena	Andrena schencki	poly	Trifolium repens	Trifolium	Fabaceae
Andrena	Andrena schencki	poly	Vicia villosa	Vicia	Fabaceae
Andrena	Andrena scotica	poly	Acer campestre	Acer	Sapindaceae
Andrena	Andrena scotica	poly	Aegopodium podagraria	Aegopodium	Apiaceae
Andrena	Andrena scotica	poly	Brassica napus	Brassica	Brassicaceae
Andrena	Andrena scotica	poly	Chaerophyllum temulum	Chaerophyllum	Apiaceae
Andrena	Andrena scotica	poly	Cornus sanguinea	Cornus	Cornaceae
Andrena	Andrena scotica	poly	Cotoneaster dammeri	Cotoneaster	Rosaceae
Andrena	Andrena scotica	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena scotica	poly	Crataegus monogyna	Crataegus	Rosaceae
Andrena	Andrena scotica	poly	Heracleum sphondylium	Heracleum	Apiaceae
Andrena	Andrena scotica	poly	Ilex aquifolium	Ilex	Aquifoliaceae
Andrena	Andrena scotica	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena scotica	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena scotica	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena scotica	poly	Prunus domestica	Prunus	Rosaceae
Andrena	Andrena scotica	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena scotica	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena scotica	poly	Pyrus communis	Pyrus	Rosaceae
Andrena	Andrena scotica	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena scotica	poly	Rosa canina	Rosa	Rosaceae
Andrena	Andrena scotica	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena scotica	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena scotica	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena scotica	poly	Sinapis alba	Sinapis	Brassicaceae
Andrena	Andrena scotica	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena scotica	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena sericata	oligo_str	Salix alba	Salix	Salicaceae
Andrena	Andrena sericata	oligo_str	Salix purpurea	Salix	Salicaceae
Andrena	Andrena similis	oligo	Genista anglica	Genista	Fabaceae
Andrena	Andrena similis	oligo	Lotus corniculatus	Lotus	Fabaceae
Andrena	Andrena similis	oligo	Trifolium pratense	Trifolium	Fabaceae
Andrena	Andrena stragulata	poly	Crataegus laevigata	Crataegus	Rosaceae
Andrena	Andrena stragulata	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena stragulata	poly	Prunus avium	Prunus	Rosaceae
Andrena	Andrena stragulata	poly	Prunus spinosa	Prunus	Rosaceae
Andrena	Andrena stragulata	poly	Salix alba	Salix	Salicaceae
Andrena	Andrena stragulata	poly	Salix caprea	Salix	Salicaceae
Andrena	Andrena stragulata	poly	Salix purpurea	Salix	Salicaceae
Andrena	Andrena stragulata	poly	Salix triandra	Salix	Salicaceae
Andrena	Andrena stragulata	poly	Salix viminalis	Salix	Salicaceae
Andrena	Andrena stragulata	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena stragulata	poly	Taraxacum officinale	Taraxacum	Asteraceae
Andrena	Andrena subopaca	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena subopaca	poly	Fragaria vesca	Fragaria	Rosaceae
Andrena	Andrena subopaca	poly	Ornithogalum umbellatum	Ornithogalum	Hyacinthaceae
Andrena	Andrena subopaca	poly	Potentilla neumanniana	Potentilla	Rosaceae
Andrena	Andrena subopaca	poly	Rosa corymbifera	Rosa	Rosaceae
Andrena	Andrena subopaca	poly	Rosa corymbifera	Rosa	Rosaceae
Andrena	Andrena subopaca	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena subopaca	poly	Rubus idaeus	Rubus	Rosaceae
Andrena	Andrena subopaca	poly	Sinapis arvensis	Sinapis	Brassicaceae
