species,family,range.size,conserv.europe,conserv.eu,OWS_egg,OWS_larvae,OWS_pupae,OWS_adult,GEN_Average,GEN_Min,GEN_Max,GEN_Range,WSP_Female_average,WSP_Female_range,HSI,LEV_buried,LEV_ground_layer,LEV_field_layer,LEV_shrub_layer,LEV_canopy_layer,ELT_single,ELT_small_batch,ELT_large_batch,ALT_Min,ALT_Range,FM_Average,FM_Range,AFB_herb/flower,AFB_grass,AFB_shrub_flower,AFB_honeydew,AFB_sap,AFB_animal,AFB_mineral
Plebejus_idas,Lycaenidae,774,5,5,1,0,0,0,1.5,1,2,1,24.5,5,0.041,0,0,1,0,0,1,0,0,100,2300,5,0,1,0,0,0,0,0,0
Polygonia_c-album,Nymphalidae,1098,5,5,0,0,0,1,2,1,3,2,46,12,0.05,0,0,1,1,1,1,0,0,0,2700,6.5,7,1,0,1,1,1,1,1
Polygonia_egea,Nymphalidae,158,5,5,0,0,0,1,2,1,3,2,45,2,0.577,0,0,1,0,0,1,1,0,0,2100,8.5,5,1,0,0,0,0,0,0
Polyommatus_admetus,Lycaenidae,57,5,5,0,1,0,0,1,1,1,0,34,8,0.707,1,1,1,0,0,NA,NA,NA,100,1700,3,0,1,0,0,0,0,0,0
Polyommatus_amandus,Lycaenidae,544,5,5,0,1,0,0,1.5,1,2,1,31,6,0.204,0,1,1,0,0,1,0,0,100,2000,3,0,1,0,0,0,0,0,1
Polyommatus_aroaniensis,Lycaenidae,13,5,5,0,1,0,0,1,1,1,0,30.5,5,1,0,0,1,0,0,1,0,0,400,1600,3,0,NA,NA,NA,NA,NA,NA,NA
Polyommatus_celina,Lycaenidae,NA,NA,NA,0,1,0,0,4,4,4,0,27,12,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2800,11,0,1,0,0,0,0,0,1
Polyommatus_damocles,Lycaenidae,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,31.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,300,2.5,1,NA,NA,NA,NA,NA,NA,NA
Polyommatus_damon,Lycaenidae,163,4,4,1,1,0,0,1,1,1,0,32,4,0.447,0,1,0,0,0,1,0,0,600,1800,2,0,1,0,0,0,0,0,1
Polyommatus_daphnis,Lycaenidae,305,5,5,1,0,0,0,1,1,1,0,35,6,0.129,0,1,1,0,0,1,0,0,200,1800,3,0,1,0,0,0,0,0,1
Polyommatus_dolus,Lycaenidae,24,5,5,0,1,0,0,1,1,1,0,35,6,1,NA,NA,NA,NA,NA,1,0,0,200,800,2,0,1,0,0,0,0,0,0
Polyommatus_dorylas,Lycaenidae,330,4,4,0,1,0,0,1.5,1,2,1,32,4,0.204,0,1,1,0,0,1,0,0,100,2200,4,0,1,0,0,0,0,0,0
Polyommatus_eros,Lycaenidae,88,4,4,0,1,0,0,1,1,1,0,31,10,0.408,0,0,1,0,0,1,0,0,600,2100,3,0,1,0,0,0,0,0,1
Polyommatus_escheri,Lycaenidae,167,5,5,0,1,0,0,1,1,1,0,28,8,0.5,0,1,1,0,0,1,0,0,100,1900,3,0,1,0,0,0,0,0,0
Polyommatus_fabressei,Lycaenidae,11,5,5,0,1,0,0,1,1,1,0,30.5,5,1,0,0,1,0,0,NA,NA,NA,900,600,3,0,1,0,0,0,0,0,1
Polyommatus_fulgens,Lycaenidae,27,5,5,0,1,0,0,1,1,1,0,32,4,1,0,0,1,0,0,NA,NA,NA,900,300,2,0,1,0,0,0,0,0,0
Polyommatus_golgus,Lycaenidae,3,3,3,0,1,0,0,1,1,1,0,28,4,1,1,1,1,0,0,1,0,0,1900,1100,2,0,1,0,0,0,0,0,0
Polyommatus_humedasae,Lycaenidae,2,2,2,0,1,0,0,1,1,1,0,30.5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1000,100,2,0,1,0,0,0,0,0,0
Polyommatus_icarus,Lycaenidae,1476,5,5,0,1,0,0,2.5,1,4,3,28.5,11,0.144,0,1,1,0,0,1,0,0,0,2900,7,0,1,0,0,0,0,1,1
